"","x"
"2636","Slc9a8"
"2637","Slco1b2"
"2638","Slco4a1"
"2639","Slco5a1"
"2640","Slit2"
"2641","Slitrk2"
"2642","Slitrk5"
"2643","Slx1b"
"2644","Slx4"
"2645","Smad1"
"2646","Smad2"
"2647","Smad6"
"2648","Smarcad1"
"2649","Smarcb1"
"2650","Smarcc1"
"2651","Smarce1"
"2652","Smc3"
"2653","Smc5"
"2654","Smco3"
"2655","Smg7"
"2656","Smim1"
"2657","Smim13"
"2658","Smim7"
"2659","Smo"
"2660","Smoc1"
"2661","Smpd4"
"2662","Smpd5"
"2663","Smpdl3a"
"2664","Sms"
"2665","Smug1"
"2666","Smurf1"
"2667","Smurf2"
"2668","Snapc2"
"2669","Snapc4"
"2670","Sned1"
"2671","Snrk"
"2672","Snrnp200"
"2673","Sntb1"
"2674","Sntb2"
"2675","Snx10"
"2676","Snx11"
"2677","Snx13"
"2678","Snx19"
"2679","Snx20"
"2680","Snx21"
"2681","Snx22"
"2682","Snx25"
"2683","Snx30"
"2684","Snx33"
"2685","Snx4"
"2686","Snx5"
"2687","Soat2"
"2688","Socs4"
"2689","Socs7"
"2690","Sod2"
"2691","Soga3"
"2692","Sorcs2"
"2693","Sord"
"2694","Sowahc"
"2695","Sox12"
"2696","Sox13"
"2697","Sox21"
"2698","Sox2ot"
"2699","Sox5"
"2700","Sox6"
"2701","Sox7"
"2702","Sox9"
"2703","Sp4"
"2704","Sp7"
"2705","Spag1"
"2706","Spata13"
"2707","Spata31"
"2708","Spata31d1d"
"2709","Spata5"
"2710","Spata6"
"2711","Spcs3"
"2712","Specc1"
"2713","Spesp1"
"2714","Spi1"
"2715","Spin1"
"2716","Spink5"
"2717","Spint1"
"2718","Sppl2b"
"2719","Spry1"
"2720","Spry4"
"2721","Spsb4"
"2722","Spta1"
"2723","Sptlc1"
"2724","Srbd1"
"2725","Srcin1"
"2726","Srd5a3"
"2727","Srek1"
"2728","Srf"
"2729","Srgap3"
"2730","Srms"
"2731","Srp72"
"2732","Srpx"
"2733","Srr"
"2734","Srsf12"
"2735","Srxn1"
"2736","Ssbp2"
"2737","Ssbp3"
"2738","Ssh3"
"2739","Sspn"
"2740","Ssr3"
"2741","Sstr1"
"2742","Sstr4"
"2743","Ssx2ip"
"2744","St18"
"2745","St3gal5"
"2746","St6gal1"
"2747","St8sia6"
"2748","Stac"
"2749","Stac2"
"2750","Stag1"
"2751","Stag2"
"2752","Star"
"2753","Stard4"
"2754","Stard7"
"2755","Stat1"
"2756","Stat6"
"2757","Stbd1"
"2758","Steap3"
"2759","Stil"
"2760","Stim1"
"2761","Stk10"
"2762","Stk16"
"2763","Stk25"
"2764","Stk32c"
"2765","Stk38"
"2766","Stk38l"
"2767","Stk40"
"2768","Stoml1"
"2769","Stra6"
"2770","Strada"
"2771","Stradb"
"2772","Strap"
"2773","Strip2"
"2774","Strn3"
"2775","Strn4"
"2776","Stt3a"
"2777","Stt3b"
"2778","Stx16"
"2779","Stx18"
"2780","Stx6"
"2781","Stx8"
"2782","Stxbp1"
"2783","Stxbp4"
"2784","Stxbp6"
"2785","Suclg2"
"2786","Sult4a1"
"2787","Sult6b1"
"2788","Supt7l"
"2789","Surf4"
"2790","Surf6"
"2791","Susd4"
"2792","Suv39h1"
"2793","Sv2a"
"2794","Sv2c"
"2795","Swap70"
"2796","Swt1"
"2797","Sycp2"
"2798","Syde2"
"2799","Syna"
"2800","Sync"
"2801","Syndig1"
"2802","Synm"
"2803","Synpo"
"2804","Synpo2"
"2805","Synpo2l"
"2806","Sypl"
"2807","Syt12"
"2808","Syt14"
"2809","Syt7"
"2810","Syvn1"
"2811","Tab2"
"2812","Tab3"
"2813","Tacc2"
"2814","Tacc3"
"2815","Tacr1"
"2816","Tacstd2"
"2817","Taf3"
"2818","Taf4b"
"2819","Taf6"
"2820","Taf8"
"2821","Taok3"
"2822","Tas1r3"
"2823","Tbc1d1"
"2824","Tbc1d10a"
"2825","Tbc1d10b"
"2826","Tbc1d16"
"2827","Tbc1d23"
"2828","Tbc1d25"
"2829","Tbc1d2b"
"2830","Tbc1d31"
"2831","Tbc1d9b"
"2832","Tbcel"
"2833","Tbkbp1"
"2834","Tbl3"
"2835","Tbpl1"
"2836","Tbx18"
"2837","Tbx19"
"2838","Tbx2"
"2839","Tbxas1"
"2840","Tcam1"
"2841","Tcerg1l"
"2842","Tcf23"
"2843","Tcf3"
"2844","Tchp"
"2845","Tctn1"
"2846","Tctn2"
"2847","Tctn3"
"2848","Tdrd3"
"2849","Tdrkh"
"2850","Tdrp"
"2851","Tecpr1"
"2852","Tekt2"
"2853","Telo2"
"2854","Tenm1"
"2855","Tenm3"
"2856","Tep1"
"2857","Terf2ip"
"2858","Tesk2"
"2859","Tet2"
"2860","Tex15"
"2861","Tex16"
"2862","Tex2"
"2863","Tex261"
"2864","Tfap2e"
"2865","Tfcp2l1"
"2866","Tfdp1"
"2867","Tfe3"
"2868","Tfip11"
"2869","Tgfa"
"2870","Tgfb1i1"
"2871","Tgfb2"
"2872","Tgfb3"
"2873","Tgfbr1"
"2874","Tgfbr2"
"2875","Tgm2"
"2876","Tgm6"
"2877","Tgoln1"
"2878","Th"
"2879","Thap11"
"2880","Thap2"
"2881","Thbs2"
"2882","Thbs4"
"2883","Themis2"
"2884","Thnsl2"
"2885","Thoc5"
"2886","Thop1"
"2887","Thpo"
"2888","Thrap3"
"2889","Thrb"
"2890","Thsd1"
"2891","Thsd4"
"2892","Thsd7a"
"2893","Thsd7b"
"2894","Thumpd1"
"2895","Tial1"
"2896","Tiam2"
"2897","Ticam2"
"2898","Ticrr"
"2899","Tifa"
"2900","Tinf2"
"2901","Tirap"
"2902","Tk1"
"2903","Tk2"
"2904","Tlr12"
"2905","Tlr4"
"2906","Tlr7"
"2907","Tlr8"
"2908","Tm4sf1"
"2909","Tm7sf3"
"2910","Tm9sf2"
"2911","Tmc1"
"2912","Tmc5"
"2913","Tmed10"
"2914","Tmeff2"
"2915","Tmem101"
"2916","Tmem108"
"2917","Tmem119"
"2918","Tmem125"
"2919","Tmem130"
"2920","Tmem132b"
"2921","Tmem132e"
"2922","Tmem135"
"2923","Tmem145"
"2924","Tmem151a"
"2925","Tmem151b"
"2926","Tmem161a"
"2927","Tmem167"
"2928","Tmem167b"
"2929","Tmem168"
"2930","Tmem173"
"2931","Tmem175"
"2932","Tmem18"
"2933","Tmem181a"
"2934","Tmem184b"
"2935","Tmem184c"
"2936","Tmem199"
"2937","Tmem206"
"2938","Tmem209"
"2939","Tmem214"
"2940","Tmem222"
"2941","Tmem229a"
"2942","Tmem235"
"2943","Tmem245"
"2944","Tmem246"
"2945","Tmem259"
"2946","Tmem260"
"2947","Tmem30b"
"2948","Tmem38b"
"2949","Tmem39b"
"2950","Tmem41b"
"2951","Tmem45a"
"2952","Tmem47"
"2953","Tmem50b"
"2954","Tmem63b"
"2955","Tmem65"
"2956","Tmem67"
"2957","Tmem87a"
"2958","Tmem92"
"2959","Tmem98"
"2960","Tmem9b"
"2961","Tmf1"
"2962","Tmprss4"
"2963","Tmprss9"
"2964","Tmtc2"
"2965","Tmtc3"
"2966","Tnf"
"2967","Tnfaip1"
"2968","Tnfaip2"
"2969","Tnfaip8"
"2970","Tnfaip8l1"
"2971","Tnfrsf11b"
"2972","Tnfrsf19"
"2973","Tnfrsf21"
"2974","Tnik"
"2975","Tnk1"
"2976","Tnk2"
"2977","Tnn"
"2978","Tnni3k"
"2979","Tns1"
"2980","Tob2"
"2981","Tomm40"
"2982","Tomm40l"
"2983","Tomm70a"
"2984","Top3a"
"2985","Topaz1"
"2986","Topors"
"2987","Tor1b"
"2988","Tor2a"
"2989","Tor4a"
"2990","Tox4"
"2991","Tpcn1"
"2992","Tpd52"
"2993","Tpk1"
"2994","Tpx2"
"2995","Traf1"
"2996","Traf2"
"2997","Traf4"
"2998","Traf5"
"2999","Traip"
"3000","Trak1"
"3001","Trappc10"
"3002","Treml2"
"3003","Treml4"
"3004","Trerf1"
"3005","Trh"
"3006","Trhr2"
"3007","Trim15"
"3008","Trim16"
"3009","Trim17"
"3010","Trim24"
"3011","Trim28"
"3012","Trim35"
"3013","Trim39"
"3014","Trim56"
"3015","Trim66"
"3016","Trim71"
"3017","Trim8"
"3018","Trim9"
"3019","Trip13"
"3020","Trip4"
"3021","Trip6"
"3022","Trmt13"
"3023","Trmt6"
"3024","Trove2"
"3025","Trp53bp2"
"3026","Trp53inp2"
"3027","Trp73"
"3028","Trpc1"
"3029","Trpc4ap"
"3030","Trpm8"
"3031","Trpv3"
"3032","Trpv4"
"3033","Trpv6"
"3034","Trub1"
"3035","Tsc2"
"3036","Tshz3"
"3037","Tsix"
"3038","Tsnaxip1"
"3039","Tspan1"
"3040","Tspan10"
"3041","Tspan11"
"3042","Tspan14"
"3043","Tspan18"
"3044","Tspan2"
"3045","Tspan5"
"3046","Tsr1"
"3047","Tsr2"
"3048","Tssc1"
"3049","Tssk1"
"3050","Ttc21b"
"3051","Ttc29"
"3052","Ttc39b"
"3053","Ttc7b"
"3054","Ttc8"
"3055","Ttf2"
"3056","Ttl"
"3057","Ttll1"
"3058","Ttll4"
"3059","Ttll5"
"3060","Ttll6"
"3061","Ttpal"
"3062","Ttyh1"
"3063","Tubb1"
"3064","Tubb4a"
"3065","Tubgcp6"
"3066","Tuft1"
"3067","Tvp23a"
"3068","Twsg1"
"3069","Txk"
"3070","Txndc5"
"3071","Txndc9"
"3072","Tyk2"
"3073","Tyr"
"3074","Uap1l1"
"3075","Uba2"
"3076","Ubald1"
"3077","Ubap2l"
"3078","Ubash3a"
"3079","Ube2d2a"
"3080","Ube2i"
"3081","Ube2k"
"3082","Ube2n"
"3083","Ube2ql1"
"3084","Ube3b"
"3085","Ubiad1"
"3086","Ubqln1"
"3087","Ubqln3"
"3088","Ubr3"
"3089","Ubr5"
"3090","Ubtd2"
"3091","Ubtfl1"
"3092","Ubxn10"
"3093","Ufl1"
"3094","Ugcg"
"3095","Ugdh"
"3096","Uggt2"
"3097","Uhmk1"
"3098","Ulk1"
"3099","Umod"
"3100","Unc13c"
"3101","Unc13d"
"3102","Unc45a"
"3103","Unc5a"
"3104","Unc5b"
"3105","Unc5cl"
"3106","Ung"
"3107","Unk"
"3108","Uqcrc1"
"3109","Usf1"
"3110","Uso1"
"3111","Usp11"
"3112","Usp14"
"3113","Usp15"
"3114","Usp16"
"3115","Usp18"
"3116","Usp19"
"3117","Usp21"
"3118","Usp22"
"3119","Usp28"
"3120","Usp31"
"3121","Usp34"
"3122","Usp36"
"3123","Usp46"
"3124","Usp5"
"3125","Usp53"
"3126","Usp54"
"3127","Usp8"
"3128","Usp9x"
"3129","Usp9y"
"3130","Uvssa"
"3131","Vac14"
"3132","Vamp1"
"3133","Vamp4"
"3134","Vangl1"
"3135","Vapb"
"3136","Vash1"
"3137","Vasp"
"3138","Vat1"
"3139","Vat1l"
"3140","Vav1"
"3141","Vav2"
"3142","Vcan"
"3143","Vcpip1"
"3144","Vdr"
"3145","Vegfa"
"3146","Vgf"
"3147","Vgll3"
"3148","Vill"
"3149","Vipas39"
"3150","Vipr1"
"3151","Vmac"
"3152","Vps13c"
"3153","Vps18"
"3154","Vps26a"
"3155","Vps37a"
"3156","Vps37b"
"3157","Vps37c"
"3158","Vps45"
"3159","Vps4b"
"3160","Vps54"
"3161","Vrk1"
"3162","Vsig10"
"3163","Vstm2a"
"3164","Vsx2"
"3165","Vwa1"
"3166","Vwa5b2"
"3167","Vwa7"
"3168","Vwc2l"
"3169","Wars"
"3170","Was"
"3171","Wasf2"
"3172","Wasf3"
"3173","Wbp1l"
"3174","Wdfy3"
"3175","Wdpcp"
"3176","Wdr13"
"3177","Wdr19"
"3178","Wdr25"
"3179","Wdr26"
"3180","Wdr3"
"3181","Wdr31"
"3182","Wdr35"
"3183","Wdr4"
"3184","Wdr46"
"3185","Wdr48"
"3186","Wdr5b"
"3187","Wdr60"
"3188","Wdr81"
"3189","Wdr95"
"3190","Wfikkn1"
"3191","Whamm"
"3192","Wipf1"
"3193","Wipi2"
"3194","Wisp1"
"3195","Wisp2"
"3196","Wiz"
"3197","Wnk1"
"3198","Wnk2"
"3199","Wnk4"
"3200","Wnt1"
"3201","Wnt11"
"3202","Wnt16"
"3203","Wnt2"
"3204","Wnt2b"
"3205","Wnt6"
"3206","Wrb"
"3207","Wrn"
"3208","Wwc2"
"3209","Wwox"
"3210","Xcr1"
"3211","Xdh"
"3212","Xkr7"
"3213","Xkrx"
"3214","Xpc"
"3215","Xpnpep3"
"3216","Xpo7"
"3217","Xpot"
"3218","Xpr1"
"3219","Xrcc3"
"3220","Xrra1"
"3221","Xxylt1"
"3222","Xylt1"
"3223","Ybey"
"3224","Yif1b"
"3225","Ykt6"
"3226","Zbtb2"
"3227","Zbtb37"
"3228","Zbtb38"
"3229","Zbtb45"
"3230","Zbtb5"
"3231","Zbtb8b"
"3232","Zc3h10"
"3233","Zc3h12b"
"3234","Zc3h12d"
"3235","Zc3h13"
"3236","Zc3h6"
"3237","Zc3h7b"
"3238","Zc3hav1l"
"3239","Zc3hc1"
"3240","Zcchc12"
"3241","Zdhhc18"
"3242","Zdhhc9"
"3243","Zfand2a"
"3244","Zfand3"
"3245","Zfand4"
"3246","Zfa-ps"
"3247","Zfhx2"
"3248","Zfp106"
"3249","Zfp111"
"3250","Zfp112"
"3251","Zfp143"
"3252","Zfp148"
"3253","Zfp157"
"3254","Zfp174"
"3255","Zfp202"
"3256","Zfp213"
"3257","Zfp26"
"3258","Zfp263"
"3259","Zfp266"
"3260","Zfp281"
"3261","Zfp329"
"3262","Zfp334"
"3263","Zfp341"
"3264","Zfp352"
"3265","Zfp367"
"3266","Zfp36l1"
"3267","Zfp36l3"
"3268","Zfp397"
"3269","Zfp407"
"3270","Zfp41"
"3271","Zfp418"
"3272","Zfp423"
"3273","Zfp445"
"3274","Zfp446"
"3275","Zfp474"
"3276","Zfp503"
"3277","Zfp507"
"3278","Zfp513"
"3279","Zfp521"
"3280","Zfp523"
"3281","Zfp536"
"3282","Zfp597"
"3283","Zfp608"
"3284","Zfp61"
"3285","Zfp622"
"3286","Zfp623"
"3287","Zfp628"
"3288","Zfp64"
"3289","Zfp648"
"3290","Zfp651"
"3291","Zfp689"
"3292","Zfp691"
"3293","Zfp697"
"3294","Zfp704"
"3295","Zfp707"
"3296","Zfp711"
"3297","Zfp719"
"3298","Zfp74"
"3299","Zfp746"
"3300","Zfp760"
"3301","Zfp773"
"3302","Zfp775"
"3303","Zfp786"
"3304","Zfp800"
"3305","Zfp827"
"3306","Zfp865"
"3307","Zfp870"
"3308","Zfx"
"3309","Zfyve1"
"3310","Zfyve26"
"3311","Zic1"
"3312","Zic2"
"3313","Zic3"
"3314","Zim1"
"3315","Zkscan14"
"3316","Zkscan17"
"3317","Zkscan5"
"3318","Zmat1"
"3319","Zmat3"
"3320","Zmym2"
"3321","Znfx1"
"3322","Znhit6"
"3323","Znrf3"
"3324","Zp3r"
"3325","Zpld1"
"3326","Zscan10"
"3327","Zscan12"
"3328","Zscan2"
"3329","Zscan22"
"3330","Zscan25"
"3331","Zswim4"
"3332","Zswim6"
"3333","Zxdc"
"3334","Zyx"
"3335","Atp6v0e2"
"3336","Pclo"
"3337","Higd1a"
"3338","Srrm1"
"3339","Mapk8ip3"
"3340","Csnk2a1"
"3341","Wbp11"
"3342","Mat2a"
"3343","Tanc2"
"3344","Cdc40"
"3345","Scn3b"
"3346","Acp1"
"3347","Cadm3"
"3348","Mast3"
"3349","Rgs14"
"3350","Aak1"
"3351","Icam5"
"3352","Ntrk3"
"3353","Otub1"
"3354","Eif5b"
"3355","Rangap1"
"3356","Dock4"
"3357","Phactr1"
"3358","Uba1"
"3359","Ptprn2"
"3360","Adora1"
"3361","Ash1l"
"3362","Mphosph8"
"3363","Nucks1"
"3364","Arhgef9"
"3365","Reps2"
"3366","Ddx6"
"3367","Lingo1"
"3368","Add2"
"3369","Npepps"
"3370","Ddx3x"
"3371","Zfp365"
"3372","Trim37"
"3373","Sipa1l1"
"3374","Napa"
"3375","Pfkl"
"3376","Ogt"
"3377","Dctn2"
"3378","B4galt6"
"3379","Dnajc5"
"3380","Macf1"
"3381","Amph"
"3382","Rb1cc1"
"3383","Kif5a"
"3384","Herc2"
"3385","Stx12"
"3386","Grin1"
"3387","Ankrd46"
"3388","Cacnb4"
"3389","Myo9a"
"3390","Kcnab2"
"3391","Omg"
"3392","Gcc2"
"3393","Kcnq2"
"3394","Ndufs1"
"3395","Prickle2"
"3396","Scamp5"
"3397","Pten"
"3398","Syngr3"
"3399","Etnk1"
"3400","Rbfox2"
"3401","Atp8a1"
"3402","Gnb5"
"3403","Cdip1"
"3404","Wac"
"3405","Scamp1"
"3406","Prrc2b"
"3407","Eef1a2"
"3408","Dnajc7"
"3409","Nkiras1"
"3410","Rap1gds1"
"3411","Ppfia2"
"3412","Slc1a1"
"3413","Ccdc32"
"3414","Cdk14"
"3415","Tpr"
"3416","Pum1"
"3417","Camsap2"
"3418","R3hdm4"
"3419","Gdap1"
"3420","Naa15"
"3421","Dlgap4"
"3422","Hars"
"3423","Nrip3"
"3424","Cttn"
"3425","Dzip3"
"3426","Cend1"
"3427","Slc17a7"
"3428","Lynx1"
"3429","Pcnp"
"3430","Rab11b"
"3431","Unc13a"
"3432","Ankrd17"
"3433","Kif3c"
"3434","Glg1"
"3435","Spag9"
"3436","Ubxn4"
"3437","Ppig"
"3438","Dync1li2"
"3439","Hnrnph2"
"3440","Pdia6"
"3441","Tspyl1"
"3442","Pam"
"3443","Dner"
"3444","Atp1a1"
"3445","Wdr7"
"3446","Brd3"
"3447","Nefm"
"3448","Sphkap"
"3449","Fam49b"
"3450","Caln1"
"3451","Atp6v0a1"
"3452","Camk4"
"3453","Ppm1k"
"3454","Zer1"
"3455","Camkk2"
"3456","Usp7"
"3457","Scg3"
"3458","Prkaca"
"3459","Fam81a"
"3460","Wbp4"
"3461","Cdk5"
"3462","Efr3a"
"3463","Ist1"
"3464","Nr3c1"
"3465","Sec23a"
"3466","Stim2"
"3467","Sltm"
"3468","Dlg3"
"3469","Ildr2"
"3470","Nlgn1"
"3471","Ylpm1"
"3472","Clip3"
"3473","Gprasp2"
"3474","Plekhg5"
"3475","Nmt2"
"3476","Fry"
"3477","Mprip"
"3478","Chchd10"
"3479","Brd4"
"3480","Bdnf"
"3481","Rab18"
"3482","Mical2"
"3483","Adam23"
"3484","Glyr1"
"3485","Tnpo3"
"3486","Snph"
"3487","Tef"
"3488","Fyttd1"
"3489","Arhgap32"
"3490","Cab39"
"3491","Gas7"
"3492","Sdf2"
"3493","Nap1l2"
"3494","Mapk8"
"3495","Pgbd5"
"3496","Ttll7"
"3497","Gps1"
"3498","Por"
"3499","Map4k3"
"3500","Rgs2"
"3501","Rabl6"
"3502","Herc3"
"3503","Ppp1r11"
"3504","Sec14l1"
"3505","Arpc4"
"3506","Hspa13"
"3507","Arhgap21"
"3508","Cap1"
"3509","Tub"
"3510","Arid4b"
"3511","Mfn2"
"3512","Chp1"
"3513","Ddb1"
"3514","Cpd"
"3515","Pbrm1"
"3516","Arhgef2"
"3517","Eprs"
"3518","Htatsf1"
"3519","Cpt1c"
"3520","Cdc37"
"3521","Dcaf7"
"3522","Lrrtm2"
"3523","Fzd3"
"3524","Elmo2"
"3525","Dctn1"
"3526","Homer2"
"3527","Tenm4"
"3528","Rasl11b"
"3529","Psmd8"
"3530","Tiprl"
"3531","Dpp6"
"3532","Bet1l"
"3533","C2cd2l"
"3534","Ajap1"
"3535","Slc2a3"
"3536","Myadm"
"3537","Lrrn3"
"3538","Rtn4rl1"
"3539","Cul5"
"3540","Man1a"
"3541","Ccar1"
"3542","Tyro3"
"3543","Btbd9"
"3544","Apc"
"3545","Eml5"
"3546","Lgi1"
"3547","Tmco1"
"3548","Eif4g1"
"3549","Snx27"
"3550","Lmbrd1"
"3551","Rab15"
"3552","Sgta"
"3553","Kpnb1"
"3554","Grpel1"
"3555","Mras"
"3556","Mrpl11"
"3557","Cops8"
"3558","Man2a2"
"3559","Tmed7"
"3560","Nlk"
"3561","Samd8"
"3562","Ndst3"
"3563","Dcun1d1"
"3564","Cand1"
"3565","Cpeb1"
"3566","Fyn"
"3567","Gripap1"
"3568","Nedd4l"
"3569","Ina"
"3570","Dcaf12l1"
"3571","Cpsf2"
"3572","Commd8"
"3573","Zcchc7"
"3574","Matn2"
"3575","Stip1"
"3576","Slc8a2"
"3577","Wdr6"
"3578","Prpf40a"
"3579","Naa35"
"3580","Zfp462"
"3581","Slitrk4"
"3582","Mgrn1"
"3583","Slc38a2"
"3584","Cmas"
"3585","Rpn2"
"3586","Dusp3"
"3587","Clptm1l"
"3588","Gphn"
"3589","Ccdc25"
"3590","Snrnp70"
"3591","Sumo3"
"3592","Acin1"
"3593","Smc6"
"3594","Puf60"
"3595","Rnf157"
"3596","Zfp292"
"3597","Epm2aip1"
"3598","Prpf19"
"3599","Smu1"
"3600","Nr2f1"
"3601","Clstn3"
"3602","Sorbs1"
"3603","Elavl1"
"3604","Flrt2"
"3605","Ppp1cc"
"3606","Enpp5"
"3607","Bcr"
"3608","Sppl3"
"3609","Kcnn2"
"3610","Sf1"
"3611","Uba5"
"3612","Mrps25"
"3613","R3hdm2"
"3614","Senp6"
"3615","Ano3"
"3616","Actr1a"
"3617","Zdhhc20"
"3618","Mtmr6"
"3619","Pcmtd2"
"3620","Rab5b"
"3621","Arid4a"
"3622","Lancl2"
"3623","Tcf20"
"3624","Wdr82"
"3625","Cntnap2"
"3626","Chid1"
"3627","Tmem33"
"3628","Dap3"
"3629","Slc48a1"
"3630","Papola"
"3631","Smap2"
"3632","Tmx3"
"3633","Spcs2"
"3634","Map3k12"
"3635","Kifc2"
"3636","Reep2"
"3637","Lix1"
"3638","Mkrn1"
"3639","Atxn2"
"3640","Top2b"
"3641","Chm"
"3642","Kcnv1"
"3643","Tprgl"
"3644","Usp48"
"3645","Fndc5"
"3646","Supt5"
"3647","Ipo9"
"3648","Nf2"
"3649","Slc9a6"
"3650","Pnma2"
"3651","Rnf165"
"3652","Pcyox1"
"3653","Rere"
"3654","Nrd1"
"3655","Asphd2"
"3656","Ckap5"
"3657","Vps13a"
"3658","Actn4"
"3659","Rnf220"
"3660","Ehd3"
"3661","Pum2"
"3662","Tnrc6c"
"3663","Psmd3"
"3664","Nomo1"
"3665","Eif3d"
"3666","Epdr1"
"3667","Rnf34"
"3668","Rnf10"
"3669","Kdm5a"
"3670","Fbxl17"
"3671","Slc25a23"
"3672","Slmap"
"3673","P4hb"
"3674","Slitrk3"
"3675","Eif4e"
"3676","Dlat"
"3677","Tpp2"
"3678","Setd3"
"3679","Dcun1d4"
"3680","Dag1"
"3681","Pcdh7"
"3682","Ttyh3"
"3683","Pigq"
"3684","Zcchc14"
"3685","Nat14"
"3686","P4htm"
"3687","Arl15"
"3688","Acly"
"3689","Vps13d"
"3690","Armcx1"
"3691","Klhl22"
"3692","Ganab"
"3693","Nr2c2"
"3694","Ube4b"
"3695","Nol4"
"3696","Dpp9"
"3697","Fndc4"
"3698","Ubxn6"
"3699","Slu7"
"3700","Fbxw11"
"3701","Tacc1"
"3702","Ilf3"
"3703","Gpr85"
"3704","Drosha"
"3705","Arhgef7"
"3706","Dmtf1"
"3707","Ntng1"
"3708","Os9"
"3709","Ppm1a"
"3710","Fam171a1"
"3711","Sh2b1"
"3712","Dscaml1"
"3713","Atp2b4"
"3714","Gpatch11"
"3715","Dync2h1"
"3716","Sybu"
"3717","Klhl7"
"3718","Tbrg1"
"3719","Pcdh8"
"3720","Abca2"
"3721","Upf2"
"3722","Cltb"
"3723","Srpk1"
"3724","Ubp1"
"3725","Bace1"
"3726","Xpo1"
"3727","Pkia"
"3728","Sptbn4"
"3729","Tpd52l2"
"3730","N4bp2l2"
"3731","Lars"
"3732","Exoc6b"
"3733","Ranbp2"
"3734","Fat3"
"3735","Rab11fip3"
"3736","Hnrnpd"
"3737","Rmnd5b"
"3738","Cog7"
"3739","Hid1"
"3740","Sgtb"
"3741","Golga2"
"3742","Taok2"
"3743","Kcna4"
"3744","Pip4k2b"
"3745","Actr3b"
"3746","Fam120c"
"3747","Ifngr2"
"3748","Upf3b"
"3749","Etf1"
"3750","Srsf6"
"3751","Cabin1"
"3752","Scaper"
"3753","Trak2"
"3754","Yars"
"3755","Ythdf1"
"3756","Vps26b"
"3757","Mef2a"
"3758","Fam120b"
"3759","Zfp131"
"3760","Gpd1l"
"3761","Snx32"
"3762","Pak7"
"3763","Abhd17c"
"3764","Slc6a15"
"3765","Megf8"
"3766","Thoc1"
"3767","Limch1"
"3768","Papss1"
"3769","Sun1"
"3770","Stx1a"
"3771","Zbtb4"
"3772","Gas6"
"3773","Enpp2"
"3774","P4ha1"
"3775","Nt5dc3"
"3776","Rab3gap2"
"3777","Cstf2t"
"3778","Zdhhc21"
"3779","Taf1"
"3780","Map4k4"
"3781","Sfxn1"
"3782","Trappc5"
"3783","Slc6a7"
"3784","Atxn7l3"
"3785","Parp6"
"3786","Rbm28"
"3787","Abcf2"
"3788","Rfc1"
"3789","Ythdc1"
"3790","Akap8"
"3791","Nav3"
"3792","Lrrn1"
"3793","Ppargc1a"
"3794","Ptprj"
"3795","Rapgefl1"
"3796","Snx16"
"3797","Gtf3c1"
"3798","Eif2b4"
"3799","Galnt18"
"3800","Frmpd4"
"3801","Gon4l"
"3802","Nr4a1"
"3803","Csmd3"
"3804","Senp2"
"3805","Fbxo31"
"3806","Nova2"
"3807","Phactr3"
"3808","Ubn2"
"3809","Zcchc6"
"3810","Gpr158"
"3811","Sirt3"
"3812","Mdp1"
"3813","Tmem161b"
"3814","Usp47"
"3815","Smpd1"
"3816","Ptdss1"
"3817","Mau2"
"3818","Dmxl1"
"3819","Fryl"
"3820","Zswim8"
"3821","Pip5k1a"
"3822","Ppp2r2d"
"3823","Cntnap1"
"3824","Tmem132a"
"3825","Sec63"
"3826","Otud6b"
"3827","Lias"
"3828","Tulp4"
"3829","Lrrc7"
"3830","Sqle"
"3831","Sh3rf1"
"3832","Kdm5b"
"3833","Anapc4"
"3834","Atp1b3"
"3835","Dnm3"
"3836","Ube2z"
"3837","Wipf2"
"3838","Prpf18"
"3839","Psme4"
"3840","Tmcc1"
"3841","Stoml2"
"3842","Ccdc85a"
"3843","Atp2b3"
"3844","Pkp2"
"3845","Dixdc1"
"3846","Katnal1"
"3847","Gramd1a"
"3848","Adcy6"
"3849","Lrp8"
"3850","Ppp1r9b"
"3851","Mapk9"
"3852","Rad21"
"3853","Calu"
"3854","Tbk1"
"3855","Larp1"
"3856","Coro2b"
"3857","Map4k5"
"3858","Neurl1a"
"3859","Prickle1"
"3860","Rufy2"
"3861","Hspa2"
"3862","Ctr9"
"3863","Ndst4"
"3864","Btbd3"
"3865","Bcl7a"
"3866","Usp4"
"3867","Tmem127"
"3868","Naa50"
"3869","Cecr6"
"3870","Cyb561"
"3871","Fzr1"
"3872","Trim33"
"3873","Sgcb"
"3874","Tspyl5"
"3875","Ccng2"
"3876","Skiv2l"
"3877","Gpr155"
"3878","Poldip3"
"3879","Dazap2"
"3880","Rsrc1"
"3881","Snx1"
"3882","Bag6"
"3883","Cep170"
"3884","Mdga2"
"3885","Pdia4"
"3886","Gopc"
"3887","Rnf2"
"3888","Xiap"
"3889","Senp3"
"3890","Bcl6"
"3891","Sptb"
"3892","Rbm6"
"3893","Sec31a"
"3894","Dnajc3"
"3895","Angel2"
"3896","Kctd6"
"3897","Chka"
"3898","Cnnm1"
"3899","Fbxo45"
"3900","Usp25"
"3901","Jarid2"
"3902","Ppp4r2"
"3903","Ostm1"
"3904","Rybp"
"3905","Dopey1"
"3906","Chd9"
"3907","Keap1"
"3908","Lztfl1"
