"","x"
"7724","Plrg1"
"7725","Gpr37l1"
"7726","Ahctf1"
"7727","Zfp667"
"7728","Nup93"
"7729","Lingo3"
"7730","Ammecr1l"
"7731","Orc2"
"7732","Nudt18"
"7733","Tcf12"
"7734","Lrrc41"
"7735","Bcs1l"
"7736","Tram1"
"7737","Ubap2"
"7738","Map2k5"
"7739","Mmgt1"
"7740","Nfrkb"
"7741","Tmtc4"
"7742","Wdr59"
"7743","Tesk1"
"7744","Smyd3"
"7745","Rnf38"
"7746","Insig1"
"7747","Kcng2"
"7748","Car7"
"7749","Chst12"
"7750","Gpsm1"
"7751","Gpr180"
"7752","Ppp2r3d"
"7753","Slc25a1"
"7754","Slc35a4"
"7755","Zscan18"
"7756","Tbc1d13"
"7757","Cdk18"
"7758","Ier2"
"7759","Mon1b"
"7760","Klf3"
"7761","Kctd5"
"7762","Mettl21a"
"7763","Slc16a14"
"7764","Eri2"
"7765","Klhl42"
"7766","Nol10"
"7767","Dlg5"
"7768","Sh3d19"
"7769","Tmem39a"
"7770","Klhl20"
"7771","Dcp1b"
"7772","Rtn4ip1"
"7773","Trmt10a"
"7774","Mapkapk2"
"7775","Cep250"
"7776","Mcam"
"7777","Mafk"
"7778","Abca7"
"7779","Il6st"
"7780","Zfp687"
"7781","Crhbp"
"7782","Zfp646"
"7783","Ndst2"
"7784","C2cd4c"
"7785","Cbx8"
"7786","Socs6"
"7787","Nfkb1"
"7788","Ecm1"
"7789","Cbs"
"7790","Hic2"
"7791","Slc8a3"
"7792","Pigz"
"7793","Dok3"
"7794","Msrb3"
"7795","Trhr"
"7796","Atp13a5"
"7797","Tm6sf2"
"7798","Ppp1r3c"
"7799","Lama5"
"7800","Entpd1"
"7801","Relt"
"7802","Slc41a3"
"7803","Parp16"
"7804","Arhgap18"
"7805","Eno4"
"7806","Tbc1d2"
"7807","Tinagl1"
"7808","Obsl1"
"7809","Frem2"
"7810","Fgf11"
"7811","Creb5"
"7812","Nphs1"
"7813","Cdnf"
"7814","Mroh7"
"7815","Xirp2"
"7816","Fgd5"
"7817","Stag3"
"7818","4930529c04rik"
"7819","Tcf7l1"
"7820","Ptger3"
"7821","Trpa1"
"7822","Ptprc"
"7823","Ppl"
"7824","Mfsd7c"
"7825","Kcng4"
"7826","Col26a1"
"7827","Cybrd1"
"7828","Dock2"
"7829","Col8a1"
"7830","Abcc3"
"7831","Aldh8a1"
"7832","Ntng2"
"7833","Pabpc6"
"7834","4933424g05rik"
"7835","Trpv1"
"7836","Agtr2"
"7837","Trpm5"
"7838","Alox12e"
"7839","Zic5"
"7840","Ctcfl"
"7841","Gpr143"
"7842","Ccdc8"
"7843","Galr2"
"7844","Hnf4a"
"7845","Themis3"
"7846","Il18rap"
"7847","Trpv5"
"7848","Mogat2"
"7849","Tll2"
"7850","Ap2b1"
"7851","Rbm5"
"7852","Slc25a12"
"7853","Dgkb"
"7854","Birc6"
"7855","Scn3a"
"7856","Lztr1"
"7857","Lmo3"
"7858","Nr4a2"
"7859","Arid1b"
"7860","Syt13"
"7861","Rgs17"
"7862","Tbl1xr1"
"7863","Asap1"
"7864","Acsl4"
"7865","Rnmt"
"7866","Pip5k1b"
"7867","Ski"
"7868","Dpy19l1"
"7869","Copz1"
"7870","Snd1"
"7871","Cers4"
"7872","Tomm34"
"7873","Jmjd1c"
"7874","Qrich1"
"7875","Fermt2"
"7876","Bdp1"
"7877","Entpd6"
"7878","B3galt1"
"7879","Otud4"
"7880","Megf9"
"7881","Sestd1"
"7882","Stk39"
"7883","Egln2"
"7884","Rai1"
"7885","Tcta"
"7886","Pdcd11"
"7887","Dhcr24"
"7888","Numa1"
"7889","Dnajc11"
"7890","Adrb1"
"7891","Zbtb44"
"7892","Hace1"
"7893","Arhgap20"
"7894","Heatr3"
"7895","Rbm34"
"7896","Iars2"
"7897","Capn7"
"7898","Rabggta"
"7899","Cryl1"
"7900","Midn"
"7901","Sash1"
"7902","Ccdc50"
"7903","Lims1"
"7904","Cramp1l"
"7905","Polg"
"7906","Eif2ak4"
"7907","Ryr1"
"7908","Smg5"
"7909","Tnks"
"7910","Rnft1"
"7911","Scamp2"
"7912","Coasy"
"7913","Dsel"
"7914","Wnk3"
"7915","Dscr3"
"7916","Gpr61"
"7917","Sptlc2"
"7918","Miip"
"7919","Acbd4"
"7920","Rmi1"
"7921","Atg7"
"7922","Zfp598"
"7923","Zbtb33"
"7924","Mcph1"
"7925","Jmjd6"
"7926","Sema6d"
"7927","Cryz"
"7928","Tnip2"
"7929","Fam107a"
"7930","Prr14"
"7931","Brat1"
"7932","Usp30"
"7933","Sfxn5"
"7934","Nudt13"
"7935","Tyw3"
"7936","Pm20d2"
"7937","Kcns3"
"7938","Elp4"
"7939","Htr5a"
"7940","Frzb"
"7941","Tulp3"
"7942","Bcl9l"
"7943","Lzts2"
"7944","Uevld"
"7945","Pknox1"
"7946","Mttp"
"7947","Cdh13"
"7948","Cplx3"
"7949","Gucy1a3"
"7950","Slc38a3"
"7951","Rara"
"7952","Crhr1"
"7953","Cdk20"
"7954","Slc44a2"
"7955","Tfr2"
"7956","Apex2"
"7957","Foxp4"
"7958","Zbtb8a"
"7959","Fam109a"
"7960","Unc5d"
"7961","Cobl"
"7962","Tacr3"
"7963","Agbl5"
"7964","Col5a1"
"7965","Gpr146"
"7966","Stab1"
"7967","Tmem117"
"7968","Lmnb1"
"7969","Slc29a1"
"7970","Neb"
"7971","Plxnb3"
"7972","Ccdc171"
"7973","Lancl3"
"7974","Cldn1"
"7975","Sgsh"
"7976","Alk"
"7977","Kank2"
"7978","Cd86"
"7979","Sh3tc2"
"7980","Pdha2"
"7981","Zpbp"
"7982","Magel2"
"7983","Adcy4"
"7984","Fhod1"
"7985","E2f2"
"7986","Abra"
"7987","Heph"
"7988","Slc2a5"
"7989","Ccdc158"
"7990","Pde6a"
"7991","Armc4"
"7992","Mypn"
"7993","Mroh5"
"7994","1700073e17rik"
"7995","Slc22a3"
"7996","Grk1"
"7997","Tnfsf8"
"7998","Angptl2"
"7999","Irf4"
"8000","Psd4"
"8001","Bmp6"
"8002","Papln"
"8003","Fam71e2"
"8004","Sox3"
"8005","Pik3c2g"
"8006","Mylk3"
"8007","Scn10a"
"8008","Cel"
"8009","Sphk1"
"8010","Sowahd"
"8011","Apobec4"
"8012","Otog"
"8013","B3gnt7"
"8014","Spib"
"8015","Itgb6"
"8016","Pkdrej"
"8017","Mettl21e"
"8018","Trim54"
"8019","Klhl30"
"8020","Atp12a"
"8021","Tktl1"
"8022","Lrrc63"
"8023","Slc6a12"
"8024","Arhgef38"
"8025","Fam46b"
"8026","Lox"
"8027","St6galnac5"
"8028","Sh3glb2"
"8029","Trio"
"8030","Stx7"
"8031","Kif2a"
"8032","Efnb3"
"8033","Rab24"
"8034","Adprh"
"8035","Gprin1"
"8036","Usp2"
"8037","Nap1l4"
"8038","Arid1a"
"8039","Aftph"
"8040","Fbxo25"
"8041","Ube2q1"
"8042","Actn1"
"8043","Mapre3"
"8044","Yme1l1"
"8045","Abce1"
"8046","Ruvbl1"
"8047","Sipa1l3"
"8048","Akap8l"
"8049","Lrrc4"
"8050","Polr2b"
"8051","Efhd2"
"8052","Focad"
"8053","Rab2b"
"8054","Ncs1"
"8055","Rapgef5"
"8056","Habp4"
"8057","Stk4"
"8058","Srgap2"
"8059","Mpnd"
"8060","Gtpbp2"
"8061","Aagab"
"8062","Clint1"
"8063","Prpf40b"
"8064","Phyhipl"
"8065","Larp4"
"8066","Pbx2"
"8067","Maf1"
"8068","Cyth1"
"8069","Tmem19"
"8070","Dhdds"
"8071","Gfpt1"
"8072","Tigd2"
"8073","Spen"
"8074","Slc30a4"
"8075","Dcaf12"
"8076","Oscp1"
"8077","Ahsa2"
"8078","Sgms1"
"8079","Fam3c"
"8080","Gipc1"
"8081","Prkrip1"
"8082","Csnk1g1"
"8083","Exoc6"
"8084","Ddx19b"
"8085","Zdbf2"
"8086","Hectd3"
"8087","Gfm1"
"8088","Irf2"
"8089","Kmt2b"
"8090","Nkrf"
"8091","Coq4"
"8092","Mms19"
"8093","Dym"
"8094","Atf7ip"
"8095","Ppip5k2"
"8096","Mief1"
"8097","Lrrc14"
"8098","Rab3d"
"8099","Scyl3"
"8100","Tiparp"
"8101","Calcoco1"
"8102","Wdr41"
"8103","Tbc1d22a"
"8104","Dzip1l"
"8105","Dnah6"
"8106","Fat4"
"8107","Tgfbr3"
"8108","Edem2"
"8109","Plcxd2"
"8110","Heca"
"8111","Supv3l1"
"8112","Pop1"
"8113","Aldh9a1"
"8114","Snx18"
"8115","Pus3"
"8116","Ppm1d"
"8117","Cyb561a3"
"8118","Afap1"
"8119","Frs3"
"8120","Irs1"
"8121","Slc19a1"
"8122","Inhba"
"8123","Rhbdl3"
"8124","Rrm1"
"8125","Fiz1"
"8126","Adamts1"
"8127","Slc25a10"
"8128","Aloxe3"
"8129","Gas1"
"8130","Igf1"
"8131","Gbe1"
"8132","Zfp658"
"8133","Dhx37"
"8134","Scaf1"
"8135","Ncapg2"
"8136","Cd82"
"8137","Agt"
"8138","Limk1"
"8139","Lrrc29"
"8140","Folh1"
"8141","S1pr5"
"8142","Tchh"
"8143","Catsper2"
"8144","Tbc1d4"
"8145","Haus4"
"8146","Mid1"
"8147","Itgb4"
"8148","Npnt"
"8149","Pard3b"
"8150","Peli3"
"8151","Cwh43"
"8152","Slc10a7"
"8153","Cand2"
"8154","Herc6"
"8155","Anxa9"
"8156","Thap6"
"8157","Acr"
"8158","Frmpd1"
"8159","Adra1b"
"8160","Neurod4"
"8161","Piezo2"
"8162","Fhdc1"
"8163","Eps8l1"
"8164","Slc8b1"
"8165","Angpt1"
"8166","Abi3"
"8167","Pim1"
"8168","Nusap1"
"8169","Chtf18"
"8170","Mmel1"
"8171","Tnfaip8l2"
"8172","Ccm2l"
"8173","Prc1"
"8174","Nfkb2"
"8175","Casp8"
"8176","Pfkfb1"
"8177","Stk32b"
"8178","Mrvi1"
"8179","Tmprss7"
"8180","Dsg3"
"8181","Klhl10"
"8182","Espnl"
"8183","Slc9c1"
"8184","Gna14"
"8185","Ccdc162"
"8186","Fut7"
"8187","Rtp1"
"8188","Ces4a"
"8189","Ceacam18"
"8190","Sptlc3"
"8191","Slc5a4b"
"8192","Sec14l5"
"8193","Adamts19"
"8194","Glra1"
"8195","Irx4"
"8196","Siglec1"
"8197","Igfals"
"8198","Cyp1a2"
"8199","Sftpa1"
"8200","Asb14"
"8201","Gdnf"
"8202","Sptbn2"
"8203","Apba2"
"8204","Appl1"
"8205","Cyfip1"
"8206","Lmo7"
"8207","Nrsn1"
"8208","Sowaha"
"8209","Slc25a22"
"8210","Fdft1"
"8211","Tlk1"
"8212","Rab27b"
"8213","Rnf6"
"8214","Fbxo9"
"8215","Ptk2"
"8216","Sfxn3"
"8217","Zfp318"
"8218","Ubn1"
"8219","Trp53bp1"
"8220","Ubr2"
"8221","Arcn1"
"8222","Zmiz1"
"8223","Pank3"
"8224","Arhgap39"
"8225","Setd7"
"8226","Vps39"
"8227","Zdhhc3"
"8228","Ak1"
"8229","Fam220a"
"8230","Zmiz2"
"8231","Atg16l1"
"8232","Wdr43"
"8233","Golt1b"
"8234","Gja1"
"8235","Prkci"
"8236","Rragc"
"8237","Spryd3"
"8238","Katnb1"
"8239","Dhx32"
"8240","Hsd17b4"
"8241","Nt5c2"
"8242","Rnf103"
"8243","Gm2a"
"8244","Rras2"
"8245","Cebpg"
"8246","Pex2"
"8247","Adcy8"
"8248","Nhsl2"
"8249","Med12l"
"8250","Ypel2"
"8251","Vps33b"
"8252","Cxxc1"
"8253","Acss2"
"8254","Tada2b"
"8255","Kri1"
"8256","Vti1a"
"8257","Ccdc137"
"8258","Atp5sl"
"8259","Lemd2"
"8260","Wdr5"
"8261","Dock7"
"8262","Tmem229b"
"8263","Nup54"
"8264","Tbr1"
"8265","Ankrd26"
"8266","Nbas"
"8267","Prcc"
"8268","Siae"
"8269","Pkn1"
"8270","Dolpp1"
"8271","Fam3a"
"8272","Nup155"
"8273","Fbxl14"
"8274","Wscd1"
"8275","Taf7"
"8276","Efnb1"
"8277","Vwa8"
"8278","Wdsub1"
"8279","Lrig1"
"8280","Zdhhc1"
"8281","Vstm5"
"8282","Chd7"
"8283","Zbtb48"
"8284","Apba3"
"8285","Tmco6"
"8286","Arhgef40"
"8287","Poli"
"8288","Rpp40"
"8289","St3gal4"
"8290","Capn1"
"8291","Pigl"
"8292","Plxdc1"
"8293","N4bp2"
"8294","Iqub"
"8295","Tmem198b"
"8296","Amotl1"
"8297","Slc9b2"
"8298","Plcxd1"
"8299","Acot11"
"8300","Trim68"
"8301","Nrg1"
"8302","Ddr2"
"8303","Ano5"
"8304","Sema5b"
"8305","Klf11"
"8306","Neu4"
"8307","Fam216b"
"8308","Slco4c1"
"8309","F13a1"
"8310","Unc93b1"
"8311","Sostdc1"
"8312","L3mbtl1"
"8313","Pcsk6"
"8314","Eng"
"8315","Prkg2"
"8316","Lrrc17"
"8317","Pear1"
"8318","Kif18a"
"8319","Htr6"
"8320","Adamts9"
"8321","Etv4"
"8322","Umodl1"
"8323","Mab21l1"
"8324","B3gnt9"
"8325","Folr1"
"8326","Mmp9"
"8327","Smpdl3b"
"8328","C1rl"
"8329","E330013p04rik"
"8330","Cldn23"
"8331","Kcne1l"
"8332","F2rl2"
"8333","Slc18a1"
"8334","Mme"
"8335","Mei1"
"8336","Vangl2"
"8337","Scarf2"
"8338","Oit3"
"8339","Capn6"
"8340","A3galt2"
"8341","Fer1l5"
"8342","Slc5a12"
"8343","Lmx1a"
"8344","Trcg1"
"8345","Tead3"
"8346","Tnfsf18"
"8347","Tlr6"
"8348","Melk"
"8349","Tmprss3"
"8350","Krt75"
"8351","Nhlh1"
"8352","Tmprss13"
"8353","Cacna1f"
"8354","Il21"
"8355","Spz1"
"8356","Gm1110"
"8357","Epha7"
"8358","Zyg11b"
"8359","Rnf14"
"8360","Cbx5"
"8361","Mal"
"8362","Snn"
"8363","Ppp1r7"
"8364","Kcna2"
"8365","Tmem106b"
"8366","Ppp4r4"
"8367","Far1"
"8368","Chd6"
"8369","Casd1"
"8370","Exoc5"
"8371","Gars"
"8372","Ube2r2"
"8373","Kdm1a"
"8374","Tln2"
"8375","Hcfc1"
"8376","Alas1"
"8377","Trap1"
"8378","Plaa"
"8379","Jph1"
"8380","Fbxo44"
"8381","Klc2"
"8382","Extl1"
"8383","Bhlhb9"
"8384","Lsm6"
"8385","Htr5b"
"8386","St8sia5"
"8387","Gosr2"
"8388","B3gat3"
"8389","Kcnh3"
"8390","Spire1"
"8391","Fbxl2"
"8392","Ptcd3"
"8393","Phlpp1"
"8394","Shisa5"
"8395","Rexo4"
"8396","Tle4"
"8397","Ncoa2"
"8398","Zfp804a"
"8399","Egln1"
"8400","Utp3"
"8401","Adar"
"8402","Farsa"
"8403","Col4a1"
"8404","Cndp2"
"8405","Tfdp2"
"8406","Vhl"
"8407","Pdk1"
"8408","Slc9a1"
"8409","Akt1"
"8410","Zscan26"
"8411","Slc11a2"
"8412","Cog6"
"8413","Amz2"
"8414","Msantd4"
"8415","Ncapd3"
"8416","Nrde2"
"8417","Phrf1"
"8418","Esco1"
"8419","Ddr1"
"8420","Anapc11"
"8421","Snta1"
"8422","Lig4"
"8423","Pank1"
"8424","Prkra"
"8425","F8a"
"8426","Rbm15b"
"8427","Fgf14"
"8428","Zfp286"
"8429","Lct"
"8430","Pxmp4"
"8431","Ednrb"
"8432","Gabpa"
"8433","Fam184a"
"8434","Repin1"
"8435","Yif1a"
"8436","Cfp"
"8437","Trpm4"
"8438","Cdkn2aip"
"8439","Smarcd2"
"8440","Spred3"
"8441","Oxtr"
"8442","Scyl2"
"8443","Wee1"
"8444","Prss36"
"8445","Srd5a1"
"8446","Chn2"
"8447","Adamts10"
"8448","Tmem86a"
"8449","Fitm2"
"8450","Scd1"
"8451","Cep85l"
"8452","Igdcc4"
"8453","Mad1l1"
"8454","Myo1d"
"8455","Cxcl14"
"8456","Syt10"
"8457","Klhdc8b"
"8458","Zfp652"
"8459","St3gal1"
"8460","Cep76"
"8461","Rfxank"
"8462","Arap3"
"8463","Parp12"
"8464","Oaf"
"8465","A230056j06rik"
"8466","Ptpn13"
"8467","Lcor"
"8468","Prr5l"
"8469","Stc1"
"8470","Col9a3"
"8471","Morc4"
"8472","Tlr3"
"8473","Bche"
"8474","Iqck"
"8475","Loxl1"
"8476","Tal1"
"8477","Fancb"
"8478","Igdcc3"
"8479","Syk"
"8480","Vegfc"
"8481","Dct"
"8482","Klkb1"
"8483","Nek11"
"8484","Myof"
"8485","Cdr2"
"8486","Col5a3"
"8487","Alox5"
"8488","Catsperd"
"8489","Fbln7"
"8490","Ankrd61"
"8491","Gucy2f"
"8492","Glis1"
"8493","Exo1"
"8494","Impa2"
"8495","Krt1"
"8496","Cdc20"
"8497","Prx"
"8498","Oacyl"
"8499","P2ry6"
"8500","Accsl"
"8501","Mgam"
"8502","Erv3"
"8503","Hephl1"
"8504","Hoxc13"
"8505","Nrk"
"8506","Zfp296"
"8507","Aqp9"
"8508","Grin3b"
"8509","Runx3"
"8510","Vil1"
"8511","Orc1"
"8512","Il2ra"
"8513","Bhlhe23"
"8514","Gp1ba"
"8515","Edar"
"8516","Spata31d1b"
"8517","Ermap"
"8518","Cyp11b1"
"8519","Msh5"
"8520","Six1"
"8521","Prom2"
"8522","Impg1"
"8523","Tigd4"
"8524","Insrr"
"8525","Brs3"
"8526","Slc27a6"
"8527","Ppp1r9a"
"8528","Agtpbp1"
"8529","Nfasc"
"8530","Tmem179"
"8531","Cnr1"
"8532","Smarca4"
"8533","Spon1"
"8534","Cacna1a"
"8535","Crebbp"
"8536","Gabrb1"
"8537","Arhgef12"
"8538","Fut9"
"8539","Zfp871"
"8540","Uhrf1bp1l"
"8541","Git1"
"8542","Hdlbp"
"8543","Ubr1"
"8544","Dact3"
"8545","Dagla"
"8546","Pnpla8"
"8547","Fnip1"
"8548","Ptpn5"
"8549","Pip5k1c"
"8550","Cd34"
"8551","Suds3"
"8552","Ulk2"
"8553","Zrsr1"
"8554","Ythdf2"
"8555","Txndc16"
"8556","Arsb"
"8557","Brd1"
"8558","Ankrd13b"
"8559","Chmp7"
"8560","Pkd1"
"8561","Crebrf"
"8562","Pdcd6ip"
"8563","Clasp1"
"8564","Ppp1r13b"
"8565","Klf10"
"8566","Zmym4"
"8567","Gcnt2"
"8568","Rfk"
"8569","Ttc13"
"8570","Xkr4"
"8571","Ado"
"8572","Eif2b2"
"8573","Prune2"
"8574","Mc4r"
"8575","Tmem56"
"8576","Bahd1"
"8577","Rptor"
"8578","Agpat5"
"8579","Pex13"
"8580","Cntn4"
"8581","Btbd6"
"8582","Ctsz"
"8583","Fndc3b"
"8584","Ikbkb"
"8585","Arhgef18"
"8586","Mipep"
"8587","Ppp6r1"
"8588","Slc16a6"
"8589","Mcat"
"8590","Eif5a2"
"8591","Sh3gl1"
"8592","Ago3"
"8593","Egfem1"
"8594","Zfp384"
"8595","Mettl14"
"8596","Kcnb2"
"8597","Usp29"
"8598","Fam163b"
"8599","Lrfn4"
"8600","Ints12"
"8601","Polr1a"
"8602","Gmeb2"
"8603","Lgr4"
"8604","Zdhhc23"
"8605","Spg20"
"8606","Spats2"
"8607","Zscan21"
"8608","Zfp362"
"8609","Zfp287"
"8610","Xrcc5"
"8611","Rft1"
"8612","Snap29"
"8613","Kcnj10"
"8614","Gtf2h4"
"8615","Sema3c"
"8616","Tut1"
"8617","Timp4"
"8618","Entpd7"
"8619","Zkscan2"
"8620","Zfp94"
"8621","Prim2"
"8622","Klhl1"
"8623","Rftn2"
"8624","Tmem204"
"8625","Mtr"
"8626","Ccdc57"
"8627","Gabrg3"
"8628","Lima1"
"8629","Ttn"
"8630","Slc14a1"
"8631","Zadh2"
"8632","Dnah5"
"8633","Grid2"
"8634","Gas2l3"
"8635","Maml2"
"8636","Zhx2"
"8637","Fam228a"
"8638","Acvrl1"
"8639","Rcsd1"
"8640","Nedd1"
"8641","Casc1"
"8642","Rbm38"
"8643","Ptpn6"
"8644","Serpinf1"
"8645","Dsg2"
"8646","Hdc"
"8647","Gpr84"
"8648","Gp5"
"8649","Ttll13"
"8650","Dock8"
"8651","Plcg2"
"8652","Bmp7"
"8653","Zfp57"
"8654","Msln"
"8655","Slc52a3"
"8656","Slc6a19"
"8657","Mcm9"
"8658","Tecta"
"8659","Peg12"
"8660","Hoxa7"
"8661","B930018h19rik"
"8662","Lrrc36"
"8663","Pgr15l"
"8664","Zbtb42"
"8665","Itgax"
"8666","Slc38a8"
"8667","Nkx6-3"
"8668","Wdr86"
"8669","Dgat2l6"
"8670","Gm7134"
"8671","Gprin2"
"8672","Ccdc33"
"8673","Tex19.2"
"8674","Dbh"
"8675","Ctla4"
"8676","Grhl3"
"8677","Pklr"
"8678","Mfsd6l"
"8679","Slc47a2"
"8680","Pif1"
"8681","Prdm14"
"8682","Padi3"
"8683","Gde1"
"8684","Calb1"
"8685","Zmynd11"
"8686","Armc1"
"8687","Fam32a"
"8688","Ppp1r2"
"8689","Sez6l"
"8690","Cacna1h"
"8691","Atxn1"
"8692","Tollip"
"8693","Iqsec1"
"8694","Dusp8"
"8695","Csrnp3"
"8696","Akap2"
"8697","Ptprf"
"8698","Anxa7"
"8699","Rock1"
"8700","Bhlhe40"
"8701","Cyb5b"
"8702","Prepl"
"8703","Abcd3"
"8704","Akap13"
"8705","Spns1"
"8706","Zbtb16"
"8707","Cse1l"
"8708","Lrrc4b"
"8709","Rab3ip"
"8710","Foxj3"
"8711","Ap1ar"
"8712","N4bp1"
"8713","Ssh2"
"8714","Itsn1"
"8715","Fnbp1l"
"8716","Sugp2"
"8717","Phtf1"
"8718","Suco"
"8719","Hgsnat"
"8720","Nit1"
"8721","Rpusd1"
"8722","Nploc4"
"8723","Sec23b"
"8724","Lrp1b"
"8725","Mdn1"
"8726","Aptx"
"8727","Cul9"
"8728","Gmeb1"
"8729","Manea"
"8730","Cat"
"8731","Tmtc1"
"8732","Ppm1l"
"8733","Prpsap1"
"8734","Nr3c2"
"8735","St7l"
"8736","Zfp821"
"8737","Nup50"
"8738","Fam98a"
"8739","Mier3"
"8740","Polr3a"
"8741","Hps4"
"8742","Chd1"
"8743","Rbm43"
"8744","Zfr2"
"8745","Phf6"
"8746","Avl9"
"8747","Tgfbrap1"
"8748","Cables2"
"8749","Lclat1"
"8750","Asb1"
"8751","Pgap1"
"8752","Noa1"
"8753","Nup210"
"8754","Tdrd7"
"8755","Dot1l"
"8756","Ankrd6"
"8757","Pdik1l"
"8758","Tbl1x"
"8759","Ppp1r8"
"8760","Inpp5e"
"8761","Dyrk2"
"8762","Fgd1"
"8763","Xylt2"
"8764","Rab23"
"8765","Cx3cr1"
"8766","Cpne4"
"8767","Pnpla3"
"8768","Ddx23"
"8769","Zfp839"
"8770","Ttc9"
"8771","Acvr1b"
"8772","Ksr1"
"8773","Elac2"
"8774","Zfp39"
"8775","Zcchc16"
"8776","Bbs9"
"8777","Prtg"
"8778","Cacna2d2"
"8779","Hs6st3"
"8780","Tbc1d8b"
"8781","Mcm2"
"8782","Deptor"
"8783","Morc2b"
"8784","Tcp11l1"
"8785","Kif27"
"8786","Fmnl3"
"8787","Slc16a11"
"8788","Tmem81"
"8789","Lrtm2"
"8790","Dusp10"
"8791","Plin2"
"8792","Il1rapl2"
"8793","Fbln1"
"8794","Dusp2"
"8795","Selplg"
"8796","Adamts8"
"8797","Tube1"
"8798","Cd44"
"8799","Pcdh18"
"8800","Apol8"
"8801","Adgb"
"8802","Ajuba"
"8803","Gpr150"
"8804","Nwd1"
"8805","Tmem132c"
"8806","Itgad"
"8807","F12"
"8808","Plekhg2"
"8809","Wfikkn2"
"8810","Nanos2"
"8811","Zan"
"8812","Piwil1"
"8813","Exoc3l"
"8814","Kif19a"
"8815","Dnali1"
"8816","Hal"
"8817","Bmf"
"8818","Sgca"
"8819","Psmb11"
"8820","Depdc1b"
"8821","Klc3"
"8822","Pou6f2"
"8823","Ccdc63"
"8824","Hepacam2"
"8825","Sytl1"
"8826","Sypl2"
"8827","Pck1"
"8828","Gcsam"
"8829","Tbx15"
"8830","Fam186b"
"8831","Nkx2-1"
"8832","Abcc2"
"8833","Ttll10"
"8834","Tns4"
"8835","Lctl"
"8836","Acox2"
"8837","Adamts12"
"8838","Vnn1"
"8839","Selp"
"8840","Zfp395"
"8841","Gcnt3"
"8842","Slc13a4"
"8843","Clrn3"
"8844","Tmprss11a"
"8845","Chrna10"
"8846","Trim29"
"8847","Ccnb3"
"8848","Tdh"
"8849","Matn3"
"8850","C8b"
"8851","Fam171b"
"8852","Ppp2ca"
"8853","Ncoa1"
"8854","Bclaf1"
"8855","Wbscr17"
"8856","Mia3"
"8857","Myh10"
"8858","Gpatch8"
"8859","Cdk11b"
"8860","Aatk"
"8861","Dnajc6"
"8862","Smg1"
"8863","Kcnip2"
"8864","Mrpl17"
"8865","Chga"
"8866","Rraga"
"8867","Epha6"
"8868","Ttc19"
"8869","Vezt"
"8870","Ttbk2"
"8871","Ufm1"
"8872","Pianp"
"8873","Tm9sf4"
"8874","Vps16"
"8875","Endod1"
"8876","Smad4"
"8877","Stambp"
"8878","Ccdc112"
"8879","Ythdf3"
"8880","Gnptab"
"8881","Rasd1"
"8882","Esyt2"
"8883","Tnr"
"8884","Ube2o"
"8885","Fjx1"
"8886","Neto2"
"8887","Suz12"
"8888","Sf3a1"
"8889","Slco3a1"
"8890","Timm22"
"8891","Nuak1"
"8892","Ldb1"
"8893","Iqsec3"
"8894","Ankrd34a"
"8895","Exoc4"
"8896","Rab11fip5"
"8897","Rbbp9"
"8898","Nbl1"
"8899","Fam214a"
"8900","Sharpin"
"8901","Mier1"
"8902","Kxd1"
"8903","Hdac4"
"8904","G6pc3"
"8905","Ccdc93"
"8906","Orc5"
"8907","Opa3"
"8908","Kcnh1"
"8909","Pcyt1b"
"8910","Mthfd1"
"8911","Nrp2"
"8912","Golga3"
"8913","Spred2"
"8914","Mlh3"
"8915","Atxn1l"
"8916","Fgd4"
"8917","Vrk3"
"8918","Gpr108"
"8919","Stx17"
"8920","Lamb1"
"8921","Zfp282"
"8922","Taf1a"
"8923","Phf13"
"8924","Dennd4b"
"8925","Siah2"
"8926","Aen"
"8927","Entpd5"
"8928","Nxph3"
"8929","Trmt12"
"8930","Upf1"
"8931","Slc25a36"
"8932","Rpap2"
"8933","Map2k6"
"8934","Eya3"
"8935","Ddx20"
"8936","Pcdh11x"
"8937","Chd1l"
"8938","Hepacam"
"8939","Taf1c"
"8940","Hps5"
"8941","Wnt7a"
"8942","Atxn7l2"
"8943","Smim3"
"8944","Itfg2"
"8945","Igf2bp3"
"8946","Dhrs3"
"8947","Pars2"
"8948","Ap4m1"
"8949","Astn2"
"8950","Polm"
"8951","Zfat"
"8952","Rassf3"
"8953","Prkd3"
"8954","Mdc1"
"8955","Fuz"
"8956","Atg4a"
"8957","Fads2"
"8958","Kcnj2"
"8959","Acvr2b"
"8960","Wdr76"
"8961","Marveld1"
"8962","Bmp2k"
"8963","Oprk1"
"8964","Htr2a"
"8965","Il6ra"
"8966","Pecam1"
"8967","Fzd7"
"8968","Lrrc8b"
"8969","Rnf207"
"8970","Lrrn4"
"8971","Pros1"
"8972","Zbtb39"
"8973","Rai14"
"8974","Lmbr1l"
"8975","Serping1"
"8976","Angpt2"
"8977","Hydin"
"8978","Dpp4"
"8979","Tgfbi"
"8980","Efhc1"
"8981","Dnaaf1"
"8982","Zbtb46"
"8983","Moxd1"
"8984","Uhrf1"
"8985","Gata2"
"8986","Cyp1b1"
"8987","Kremen2"
"8988","Tpcn2"
"8989","Trim67"
"8990","Prox2"
"8991","Gbp5"
"8992","Hoxb4"
